GISJOIN,MedianSalesPrice,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,per_area_flood,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,N_perc_area_flood,residuals
G24000504405001038,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504407021007,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504401001000,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504523002016,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504524001013,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504501003062,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000509800001068,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504524002068,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504520002001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504524002009,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504505032013,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504505031013,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504521001044,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504519002031,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504505043008,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504511001001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504505043017,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504505012000,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504504002000,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504524002060,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504518022029,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504510002003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504923002016,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504505033005,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504504001015,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504515002006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504505042005,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504505031008,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504502003010,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504923002035,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504505041005,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504502001015,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504515001027,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504923002038,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504923002037,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504923002036,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504923002022,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504923001011,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504516002009,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504516002020,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504512002035,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504511001050,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504525002028,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504524002044,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504501001037,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504044032021,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504042023003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504041012025,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504046001063,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504044042032,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504041012002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504041011006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504044032004,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504042023012,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504042011027,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504041012013,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504044042038,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504044042008,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504044022009,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504046002029,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504048001040,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504044032001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504044042031,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504044042052,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504044032023,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504048002015,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504044041006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504042021035,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504049001023,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504046001077,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504048001068,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504049003008,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504045012015,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504049001028,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504049001018,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504049001043,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504049001019,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504049001024,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504049001049,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504011012008,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504012002003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504011012013,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504001003018,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504001003017,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504925001007,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504925001018,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504006003011,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504015034012,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504015034001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504015041013,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504015041012,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504015072003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504015072017,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504011012006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504015041027,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504015061009,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504014001031,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504015032018,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504004005018,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504005001021,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504015031007,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504015034002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504009001028,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504015071029,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504015071030,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504015035022,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504011021038,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504026032041,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504924011006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504024052007,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504024032007,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504026042019,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504026032015,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504024042013,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504024071054,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504024032016,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504024071058,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504024071059,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504024063007,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504924022012,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504924022010,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504025041000,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504025041032,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504025061008,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504023021021,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504038031024,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504034011030,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504034011031,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504035003012,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504038031023,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504035002008,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504035002025,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504035002023,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504031001004,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504031001002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504031001013,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504033001006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504032011025,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504034022000,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504038021023,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504032021003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504034022006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504034021040,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504032012015,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504034024014,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504032012006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504038022034,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050002056,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050001066,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050001132,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050001133,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050001126,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050001123,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050002006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050002038,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050002039,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050002023,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050001147,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050001134,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050001044,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050001035,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050001055,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050001012,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050002067,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050002108,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050001058,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050001068,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050001091,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504050002075,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060001073,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060002008,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060004010,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060003011,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060002043,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060001045,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060001055,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060001019,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060001038,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060002037,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060002026,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060003001,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060001057,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060004030,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060001022,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060001051,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060002035,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060001015,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060001008,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060001071,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060004006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504060004026,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070021061,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070023021,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070022010,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070012019,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070021045,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070021062,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070021029,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070021021,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070021010,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070022021,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070021026,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070012004,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070022136,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070022077,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070023014,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070021012,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070022007,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070022054,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070023009,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070022089,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070023031,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070023017,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504070023056,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504906051021,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504915002005,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504906051003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504909001026,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504914012011,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504906031007,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504926003012,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504908001002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504908001004,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504912011029,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504916001003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504920024003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504906031015,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504922002006,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504921022022,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504905002016,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504906022014,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504906031019,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504906021015,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504915003014,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504905003031,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504905001011,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504905002003,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504902003005,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504910002008,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504902003002,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504907031018,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504906051012,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
G24000504902001013,143278,1619,71.89,1.914,1.706,0.01429,0.2294,0.5925,0.5934,0.279,0.9774,0
