GISJOIN,TotalTransactions,MedianSalesPriceAmount,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,perc_fld_area,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,N_perc_area_flood,residuals
G24051002710025009,96,35857.5,1482.46875,96,2,1.0625,0,0.127926884,0.469204562,0.6563147,-0.984655689,1,-52865.97571
G24051002710025010,58,19250,1100.034483,93.20689655,2,1.051724138,0,0.067538115,0.486103117,0.6563147,-0.98730126,1,-35683.4488
G24051002710025011,80,40000,1302.05,97,1.95625,1.275,0,0.099437632,0.463154462,0.671350932,-0.93248503,1,-44439.77945
G24051002711011001,84,193000,1738.904762,32.20238095,2.880952381,2.035714286,0,0.168419738,0.855186536,0.353544316,-0.74572284,1,511.2845932
G24051002711011003,103,227000,1678.330097,22.2038835,3,2.058252427,0,0.158854618,0.915678445,0.3126294,-0.740189524,1,34391.83493
G24051002711013002,35,97500,1307.485714,96,1.814285714,1.2,0,0.100295965,0.469204562,0.72014197,-0.950898204,1,12448.61242
G24051002711013005,33,1.00E+05,1325.151515,82.6969697,1.727272727,1.818181818,0,0.103085506,0.549689225,0.750047054,-0.799129015,1,-33672.71274
G24051002711013008,46,97150,1234.913043,95.7173913,1.576086957,1.630434783,0,0.088836286,0.470914373,0.802007381,-0.845222598,1,-11739.25629
G24051002711013013,86,77540,1434.209302,94.79069767,1.88372093,1.372093023,0,0.120306414,0.476520962,0.696278107,-0.908647821,1,-28047.13759
G24051002711021015,35,560000,3483.971429,80.25714286,2.285714286,2.942857143,0,0.443976704,0.564450422,0.5581189,-0.523011121,1,176147.8171
G24051002711022000,78,48000,1466.653846,97.8974359,1.923076923,1.217948718,0,0.125429611,0.457724885,0.682752031,-0.946491632,1,-48570.48868
G24051002711022008,35,385000,2492.114286,95.77142857,2.185714286,2.571428571,0,0.287356243,0.470587442,0.59248743,-0.614200171,1,122584.5134
G24051002712001006,34,247500,2235.647059,78.64705882,2.102941176,2,0,0.24685846,0.574191591,0.620935331,-0.754491018,1,26115.74767
G24051002712001011,33,226000,2188.878788,98.93939394,2.045454545,1.939393939,0,0.239473457,0.451420935,0.640692641,-0.76937035,1,26009.75574
G24051002712002002,47,170500,1571.319149,105.3617021,1.914893617,1.574468085,0,0.141956919,0.412565328,0.685564513,-0.858962925,1,49518.51876
G24051002712002003,44,196250,1415.636364,95.22727273,1.647727273,1.272727273,0,0.117373631,0.473879639,0.777385658,-0.933043005,1,92327.75424
G24051002712002004,45,208000,1584.666667,88.17777778,1.722222222,1.577777778,0,0.144064575,0.516529789,0.751782839,-0.858150366,1,67916.80555
G24051002712002011,42,71500,1310.809524,83,2,1.880952381,0,0.100820816,0.547855862,0.6563147,-0.783718278,1,-57256.30331
G24051002712002015,58,78000,1297.103448,80.51724138,2,1.5,0,0.09865654,0.5628768,0.6563147,-0.877245509,1,-29849.77051
G24051002712002016,70,117000,1431.628571,87.21428571,2.028571429,1.285714286,0,0.119898901,0.522359012,0.64649512,-0.929854577,1,14549.1256
G24051002712002017,44,157500,1670.386364,98.11363636,2.045454545,1.272727273,0,0.157600253,0.456416851,0.640692641,-0.933043005,1,42315.01375
G24051002712002018,60,143750,1444.633333,88.35,1.891666667,1.5,0,0.121952434,0.515487827,0.693547274,-0.877245509,1,25388.11659
G24051002712002019,53,330000,1827.830189,78.66037736,1.981132075,1.905660377,0,0.18246162,0.574111013,0.662799328,-0.777652243,1,148465.5892
G24051002712002020,50,214500,2125.12,105.88,2.07,2.44,0,0.229405545,0.409429574,0.632256729,-0.646467066,1,-2061.40151
G24051002712003001,32,437945,2366.59375,90.78125,2.328125,2.34375,0,0.267535764,0.500778521,0.543542961,-0.670097305,1,199838.5727
G24051002712003002,47,325000,1869.574468,90.9787234,2.127659574,1.936170213,0,0.189053303,0.499583787,0.612439981,-0.770161804,1,150785.2677
G24051002712003006,34,490000,2715.735294,91.79411765,2.191176471,2.558823529,0,0.322667402,0.494650571,0.590610157,-0.617294822,1,204851.3492
G24051002712003013,92,340000,1916.478261,83.76086957,2.130434783,2.336956522,0,0.196459706,0.543252525,0.611486182,-0.671765165,1,133541.5505
G24051002712003015,32,231000,1520.375,79.78125,2,1.9375,0,0.133912518,0.567329621,0.6563147,-0.769835329,1,77331.8853
G24051002712003016,39,423000,2254,91.41025641,2.282051282,2.461538462,0,0.249756505,0.49697297,0.55937782,-0.64117918,1,187931.4775
G24051002712003017,54,171000,1348.648148,81.62962963,2,1.333333333,0,0.106795772,0.556146739,0.6563147,-0.918163673,1,68629.2151
G24051002712003018,31,145000,1421.16129,88,2,1.64516129,0,0.118246051,0.517605362,0.6563147,-0.841607108,1,23096.58495
G24051002712004001,75,579000,3078.493333,87.62666667,2.346666667,2.933333333,0,0.379949171,0.519864066,0.537170462,-0.525349301,1,240107.9164
G24051002712004035,57,475000,2492.877193,88.59649123,2.245614035,2.894736842,0,0.287476711,0.51399653,0.571900766,-0.534825087,1,190445.6835
G24051002712004039,45,355000,2485.466667,81.24444444,2.088888889,2.511111111,0,0.286306543,0.558477148,0.625764895,-0.629008649,1,83324.02595
G24051002712005015,40,392500,2304.65,72.95,2.1875,2.2,0,0.257754457,0.608659366,0.591873706,-0.705389222,1,151367.3405
G24051002712005023,35,497000,2880.685714,84.6,2.185714286,2.8,0,0.348714108,0.538175702,0.59248743,-0.558083832,1,177536.753
G24051002712005028,51,355000,2346.352941,87.96078431,2.12745098,2.156862745,0,0.264339613,0.517842621,0.612511671,-0.715979805,1,122118.1977
G24051002712006009,94,302500,2362.085106,65.82978723,2.106382979,1.946808511,0,0.266823821,0.651737366,0.619752434,-0.767550006,1,62995.91822
G24051002712006014,31,283000,1983.16129,74.83870968,1.967741935,2.129032258,0,0.206989375,0.597232484,0.667401322,-0.72281244,1,71354.24777
G24051002712006019,84,310000,2501.75,42.29761905,1.922619048,2.321428571,0,0.288877783,0.794109336,0.682909396,-0.675577417,1,14294.24194
G24051002712006027,37,459000,2360.972973,72.27027027,2.121621622,2.135135135,0,0.266648208,0.612771799,0.614515136,-0.721314128,1,214158.0388
G24051002713001002,63,375000,2636.349206,63.76190476,1.920634921,2.825396825,0.010377764,0.310131841,0.664248261,0.683591311,-0.551848684,0.989622236,54717.3573
G24051002713001010,50,496500,2852.46,76.36,1.83,2.62,0,0.344257091,0.588028526,0.714741201,-0.602275449,1,174643.2806
G24051002713001012,56,532750,3165.839286,80.53571429,1.991071429,2.928571429,0.016564958,0.393741644,0.562765037,0.659383319,-0.526518392,0.983435042,172299.5618
G24051002713001022,59,339000,2339.745763,82.77966102,2.016949153,2.474576271,0,0.263296298,0.549188935,0.650489525,-0.637978281,1,82142.92689
G24051002713001027,30,332000,2314.033333,79.6,1.85,2.066666667,0,0.259236144,0.568426202,0.707867495,-0.738123752,1,93928.48758
G24051002713002006,30,206250,1458.633333,87.96666667,2.183333333,1.233333333,0,0.124163122,0.517807032,0.593305728,-0.942714571,1,108745.7998
G24051002713003013,48,408500,2920.395833,99.97916667,2.229166667,2.395833333,0,0.354984585,0.445130206,0.577553485,-0.657310379,1,120736.5571
G24051002713003019,33,445000,3254.212121,100.6363636,2.242424242,2.757575758,0,0.407696269,0.441154099,0.572997051,-0.568499365,1,106873.1843
G24051002713003026,30,432500,3258,113.9666667,2.483333333,2.566666667,0,0.408294399,0.360504432,0.490200138,-0.615369261,1,120829.8188
G24051002714002000,30,182400,1524.9,104.0333333,2.1,1.433333333,0,0.134627044,0.420602092,0.62194617,-0.893612774,1,77361.20198
G24051002714002034,33,234000,1482.484848,111.7878788,1.96969697,1.757575758,0,0.127929426,0.373686317,0.666729406,-0.814008347,1,117055.3898
G24051002714002039,37,485000,2942.081081,115.0810811,2.432432432,2.243243243,0,0.358408821,0.353762114,0.507694029,-0.694772617,1,220247.2955
G24051002714002040,121,188000,1599.487603,110.0578512,2.061983471,1.504132231,0,0.146404894,0.384153157,0.635011892,-0.876231009,1,75614.80438
G24051002714002041,38,194500,2012.605263,111.7368421,2.342105263,1.789473684,0,0.211638763,0.373995094,0.53873815,-0.806177119,1,36272.01083
G24051002714003001,58,279000,2436.5,92.84482759,2.362068966,2.017241379,0,0.278574399,0.488293671,0.531876919,-0.750258104,1,55266.0978
G24051002714003002,34,272500,1930.470588,88.47058824,2.147058824,1.735294118,0,0.198669182,0.514758256,0.605772744,-0.81947869,1,102626.02
G24051002714003007,147,239900,1981.938776,44.92517007,2.040816327,2.306122449,0,0.206796332,0.778212389,0.642286728,-0.679335207,1,-2059.83123
G24051002714003021,58,265000,2135.37931,98.34482759,2.439655172,2.224137931,0.016132124,0.231025554,0.455018121,0.50521168,-0.699463143,0.983867876,63927.78434
G24051002715011022,55,260000,2389.2,63.16363636,1.527272727,2.690909091,0,0.271105432,0.667867845,0.818784114,-0.58486663,1,-40643.09025
G24051002715011029,35,288000,1593.942857,90.68571429,1.8,1.771428571,0,0.145529344,0.501356522,0.72505176,-0.810607357,1,139975.1646
G24051002715013002,90,218750,1941.522222,78.88888889,2.022222222,2.244444444,0,0.200414305,0.572728495,0.648677249,-0.694477711,1,8830.203666
G24051002715013008,43,240000,1677.72093,82.79069767,2.023255814,1.604651163,0,0.158758427,0.549122162,0.648322018,-0.851552709,1,93433.50501
G24051002715014001,33,330000,2349.666667,67.21212121,1.757575758,2.242424242,0,0.264862871,0.643374107,0.739632348,-0.694973689,1,67155.80134
G24051002715014005,32,236485,1881.5625,75.21875,1.921875,1.9375,0,0.190946289,0.594933202,0.683165114,-0.769835329,1,44134.30177
G24051002715014016,43,155000,1431.790698,102.255814,1.872093023,1.744186047,0,0.119924501,0.431356262,0.700274447,-0.817295641,1,33910.4768
G24051002715014023,36,242500,1896.194444,89.25,2.111111111,1.611111111,0,0.193256764,0.510042737,0.618127444,-0.849966733,1,82462.61742
G24051002715014025,31,222000,1619.967742,91.19354839,1.677419355,1.35483871,0,0.149638836,0.498284075,0.767180926,-0.91288391,1,92351.36303
G24051002715015000,63,269000,2410.380952,33.28571429,2.007936508,2.634920635,0,0.274450038,0.848632261,0.653587039,-0.598612299,1,-40520.24855
G24051002715015008,39,195570,2666.538462,34.66666667,1.717948718,2.256410256,0,0.314898914,0.840277361,0.753251579,-0.691539997,1,-122532.9978
G24051002716002003,50,49626,1129.52,75.66,2,1.6,0,0.072194063,0.592263596,0.6563147,-0.852694611,1,-52032.09711
G24051002716005000,41,48000,1670.804878,95.34146341,1.87804878,1.804878049,0,0.157666339,0.473188774,0.698227541,-0.80239521,1,-103553.0455
G24051002716005001,61,35000,1470.688525,88.73770492,1.631147541,1.262295082,0,0.126066712,0.513142173,0.783083868,-0.935604201,1,-78664.98028
G24051002717002009,35,46900,1618.828571,91.68571429,2.171428571,1.571428571,0,0.149458954,0.495306422,0.59739722,-0.859709153,1,-81980.64758
G24051002717002012,42,48187.5,1388.857143,85.28571429,2,1.380952381,0,0.113145024,0.534027062,0.6563147,-0.906472769,1,-57853.42819
G24051002717002017,46,25000,1007.304348,90.86956522,2,1,0,0.052895446,0.500244205,0.6563147,-1,1,-20206.35528
G24051002717002023,45,42000,1163.133333,100.7555556,1.911111111,1.222222222,0,0.077501819,0.440432975,0.686864504,-0.945442448,1,-24998.61563
G24051002717003005,35,65945,1492.857143,72.82857143,1.928571429,1.542857143,0,0.129567276,0.609394021,0.68086365,-0.866723695,1,-69910.62364
G24051002717003008,34,66000,1240.735294,76.91176471,1.485294118,1.058823529,0,0.089755656,0.584690294,0.833211545,-0.985558295,1,-27488.4187
G24051002717003009,52,54024,1397.634615,93.78846154,1.673076923,1.384615385,0,0.114531042,0.482584591,0.768673356,-0.905573468,1,-54980.59848
G24051002717003013,52,154244,1610.115385,29.48076923,2.432692308,1.923076923,0,0.148083087,0.871652559,0.507604714,-0.773376324,1,-33399.16227
G24051002717003014,32,69960,1088.0625,63.125,1.609375,1.46875,0,0.065647664,0.668101599,0.79056677,-0.884917665,1,-39706.33932
G24051002717004003,34,85000,1095.058824,35.82352941,1.941176471,1.088235294,0,0.066752428,0.833278225,0.676531482,-0.978337443,1,-15778.36174
G24051002717004018,58,38878.5,1138.189655,81.60344828,2,1,0,0.073563056,0.556305139,0.6563147,-1,1,-25300.1112
G24051002717004019,62,35287.5,1314.806452,98.5483871,2,1.112903226,0,0.101451956,0.453786565,0.6563147,-0.972281244,1,-38921.31901
G24051002717004023,44,47500,1422.090909,93.52272727,1.954545455,1.181818182,0,0.118392844,0.48419231,0.671936759,-0.955362003,1,-45385.19038
G24051002717004025,46,48000,912.2391304,67.32608696,1.989130435,1.043478261,0,0.037884052,0.642684603,0.66005041,-0.989325696,1,-8710.103876
G24051002717005001,46,42500,1272.173913,67.43478261,2,1.043478261,0,0.094720011,0.642026983,0.6563147,-0.989325696,1,-47042.20973
G24051002717005003,30,56573,1382.666667,79.13333333,2,1.433333333,0,0.112167509,0.571249582,0.6563147,-0.893612774,1,-56436.18075
G24051002718013002,46,45350,1360,86.5,2,1.282608696,0,0.1085883,0.526680512,0.6563147,-0.930617027,1,-51577.05545
G24051002718013007,35,43000,1181.028571,84.54285714,2,1.085714286,0,0.08032759,0.538521422,0.6563147,-0.978956373,1,-27774.46314
G24051002718013011,33,51900,1122.909091,80.66666667,2,1.303030303,0,0.071150159,0.561972762,0.6563147,-0.925603339,1,-28663.90951
G24051002718013021,35,62000,1127.314286,75.17142857,2,1.2,0,0.071845767,0.595219502,0.6563147,-0.950898204,1,-17251.58046
G24051002718013026,34,43250,840,64.08823529,2,1,0,0.02647704,0.662273929,0.6563147,-1,1,-6483.188414
G24051002719001000,49,204000,2618.77551,49.6122449,2,2.591836735,0,0.307356845,0.749855118,0.6563147,-0.609189784,1,-110341.9432
G24051002719001002,44,202000,1760.363636,81.75,1.693181818,1.863636364,0,0.171808228,0.555418487,0.761763599,-0.787969516,1,24064.03815
G24051002719001003,33,174300,1620.030303,95.09090909,1.863636364,1.393939394,0,0.149648715,0.474704653,0.703180877,-0.90328434,1,50061.185
G24051002719002012,33,71610,1441.30303,77.06060606,1.803030303,2,0,0.121426558,0.583789789,0.724010289,-0.754491018,1,-85310.52454
G24051002719003002,39,81375,1327.615385,88.05128205,1.525641026,1.230769231,0,0.103474566,0.5172951,0.819344906,-0.943344081,1,-20503.47138
G24051002719003003,34,87535,1607.735294,92.67647059,1.779411765,1.676470588,0,0.147707256,0.489312247,0.732127634,-0.833920395,1,-55442.65854
G24051002719003004,31,79000,1507.290323,94.90322581,1.741935484,1.387096774,0,0.131846366,0.475840156,0.74500768,-0.904964265,1,-37680.50837
G24051002719003015,37,53000,1475.351351,80.32432432,1.797297297,1.675675676,0,0.126803002,0.564043967,0.725980639,-0.834115553,1,-86475.94056
G24051002719004000,30,97000,1857.233333,71.1,2.166666667,1.766666667,0,0.187104561,0.619852051,0.599033816,-0.811776447,1,-80336.17315
G24051002719004017,30,70500,1444,79.76666667,2,1.466666667,0,0.121852427,0.567417852,0.6563147,-0.885429142,1,-49573.26746
G24051002719005003,30,75464,1257.933333,73.06666667,2,1.1,0,0.092471334,0.607953522,0.6563147,-0.975449102,1,-11757.92645
G24051002719005005,35,77900,1396.142857,72.31428571,1.9,1.742857143,0,0.114295484,0.612505501,0.69068323,-0.817621899,1,-61428.50179
G24051002719005012,30,56000,1217.866667,78.6,2,1.233333333,0,0.086144556,0.574476302,0.6563147,-0.942714571,1,-30927.27093
G24051002720031008,39,225000,1874.74359,56.82051282,1.897435897,2.205128205,0,0.18986954,0.706244377,0.691564474,-0.704130201,1,3852.252943
G24051002720032002,36,148500,1678.805556,63.38888889,1.055555556,2.027777778,0,0.158929696,0.666505045,0.980906372,-0.747671324,1,-61010.56865
G24051002720032007,31,170000,1708.903226,57.06451613,1.370967742,2,0,0.163682307,0.704768132,0.87250384,-0.754491018,1,-37439.58157
G24051002720033002,31,162000,1836.451613,63.38709677,1.129032258,2.129032258,0,0.183822997,0.666515887,0.95565351,-0.72281244,1,-65898.97659
G24051002720033003,31,110000,1653.677419,63.4516129,1.483870968,1.870967742,0,0.154961806,0.666125558,0.833700661,-0.786169596,1,-77448.52538
G24051002720033007,44,83679,1404.477273,85.97727273,1.75,1.431818182,0,0.11561154,0.529843064,0.742236025,-0.893984758,1,-32490.49362
G24051002720033008,39,89900,1281.871795,72.71794872,1.782051282,1.179487179,0,0.096251367,0.6100633,0.73122047,-0.955934285,1,-9795.291059
G24051002720034002,47,275000,2265.12766,36.61702128,2.042553191,2.446808511,0,0.251513632,0.82847752,0.641689793,-0.644795515,1,-7154.996644
G24051002720034003,64,197533,2405.109375,71.84375,1.7734375,2.25,0,0.273617622,0.61535229,0.734180901,-0.693113772,1,-66998.14917
G24051002720034017,69,90000,1530.869565,77.55072464,1.855072464,1.623188406,0,0.135569676,0.580824522,0.706124164,-0.847001649,1,-52236.61337
G24051002720035000,43,150000,1604.046512,78.34883721,1.697674419,1.976744186,0,0.147124774,0.575995862,0.760219558,-0.760200529,1,-22323.96347
G24051002720035009,32,260650,1858.9375,42.8125,1.453125,2.46875,0.030646914,0.187373659,0.790994255,0.844267598,-0.639408683,0.969353086,5353.670127
G24051002720042003,86,207000,1958.465116,53.6627907,1.593023256,2.197674419,0,0.203089694,0.725348911,0.796186624,-0.705960173,1,-31511.92668
G24051002720051004,42,160000,1397.190476,71.0952381,1.785714286,1.404761905,0,0.11446091,0.619880861,0.72996155,-0.900627317,1,35845.81298
G24051002720051010,31,165000,1906.709677,77.70967742,1.919354839,1.677419355,0,0.194917186,0.579862842,0.684031256,-0.833687464,1,-13204.22889
G24051002720052001,35,109900,1533.914286,73.65714286,1.785714286,1.828571429,0,0.136050456,0.604381082,0.72996155,-0.796578272,1,-48862.74464
G24051002720052003,30,142950,1756.866667,58.96666667,1.7,1.733333333,0,0.171256035,0.693259931,0.75942029,-0.81996008,1,-44114.09772
G24051002720061003,45,73000,1156.444444,68,2,1.044444444,0,0.076445602,0.638607361,0.6563147,-0.98908849,1,-5504.548197
G24051002720061004,34,70500,1031.323529,68,2,1.117647059,0,0.056688225,0.638607361,0.6563147,-0.97111659,1,-597.4711193
G24051002720061007,38,79700,1341.263158,67.07894737,2,1.105263158,0,0.105629635,0.644179822,0.6563147,-0.974156949,1,-19963.60219
G24051002720062013,39,101500,1631.358974,91.23076923,1.653846154,1.846153846,0,0.151437583,0.498058885,0.775282688,-0.792261631,1,-57487.43633
G24051002720062014,39,79900,1397.538462,77.1025641,1.769230769,1.487179487,0,0.114515859,0.583535939,0.735626692,-0.88039306,1,-44877.94738
G24051002720071000,62,80200,1343.306452,80.12903226,1.790322581,1.64516129,0,0.105952284,0.565225504,0.728377747,-0.841607108,1,-45701.14085
G24051002720071004,30,73750,1320.133333,71.13333333,2,1.033333333,0,0.102293104,0.619650381,0.6563147,-0.991816367,1,-16886.43638
G24051002720071010,48,65000,1465.041667,72.83333333,2,1.979166667,0,0.125175038,0.609365211,0.6563147,-0.759605788,1,-91093.29393
G24051002720071024,31,66000,1551.870968,71.09677419,2,2,0,0.138885929,0.619871568,0.6563147,-0.754491018,1,-100568.7517
G24051002720072002,36,77000,1447.472222,76.41666667,2,1.833333333,0,0.122400713,0.587685687,0.6563147,-0.795409182,1,-66575.89984
G24051002720072003,37,79900,1326.432432,79,2,1.459459459,0,0.103287771,0.572056262,0.6563147,-0.887198576,1,-29497.31644
G24051002720072006,41,77900,1297.170732,74,2,1.048780488,0,0.098667165,0.602306762,0.6563147,-0.988023952,1,-9354.809384
G24051002720072007,39,75000,1315.384615,74,2,1.076923077,0,0.101543251,0.602306762,0.6563147,-0.981114694,1,-15521.99992
G24051002720072008,36,81105,1414.111111,74,2,1.555555556,0,0.117132784,0.602306762,0.6563147,-0.863606121,1,-45523.68581
G24051002720072012,35,1.00E+05,1401.257143,67.85714286,2,1.142857143,0,0.115103062,0.639471661,0.6563147,-0.964927288,1,-6736.638937
G24051002801011010,87,76500,1071.103448,65.86206897,1.965517241,1.034482759,0,0.062969724,0.651542058,0.668165917,-0.991534173,1,3960.004843
G24051002801011012,70,75500,1080,61,2,1.057142857,0,0.064374545,0.680958061,0.6563147,-0.985970915,1,-1887.614994
G24051002801011013,55,74900,1080,61,2,1.072727273,0,0.064374545,0.680958061,0.6563147,-0.982144801,1,-3366.854412
