GISJOIN,TotalTransactions,MedianSalesPriceAmount,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,perc_fld_area,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,N_perc_area_flood,residuals
G24000504013021007,35,95300,1366.514286,72.02857143,1.914285714,1.371428571,0,0.109616947,0.614234101,0.68577344,-0.90881095,1,-20192.27774
G24000504013021010,32,126750,1496.6875,67.53125,1.59375,1.46875,0,0.130172113,0.641443346,0.795936853,-0.884917665,1,-17707.36725
G24000504013021011,61,110000,1383.081967,76.86885246,2,1.737704918,0,0.112233088,0.584949917,0.6563147,-0.818886817,1,-21906.62167
G24000504013021013,36,76250,1024,70,2,1.333333333,0,0.055531794,0.626507161,0.6563147,-0.918163673,1,-4850.648332
G24000504013021014,45,105350,1052.977778,68.86666667,2,1.177777778,0,0.060107567,0.633363941,0.6563147,-0.956353959,1,29509.12167
G24000504013021015,84,88350,1172.761905,68.07142857,2,1.202380952,0,0.079022231,0.638175211,0.6563147,-0.950313658,1,-516.3529855
G24000504013021017,81,86250,1105.925926,69.08641975,2,1.197530864,0,0.068468411,0.632034413,0.6563147,-0.951504399,1,4576.237169
G24000504013021018,56,85400,1074.071429,69.46428571,2,1.232142857,0,0.063438386,0.629748286,0.6563147,-0.943006843,1,4992.236368
G24000504013021019,57,85900,1090.526316,69.98245614,2,1.052631579,0,0.066036716,0.626613304,0.6563147,-0.987078475,1,14488.68805
G24000504013021020,36,79950,1103,70,2,1.055555556,0,0.068006389,0.626507161,0.6563147,-0.986360612,1,7236.634814
G24000504013022000,161,98000,1272.037267,67.35403727,2,1.596273292,0,0.094698433,0.6425155,0.6563147,-0.853609551,1,-22777.28353
G24000504013022002,57,98900,1274.666667,67.49122807,2,1.438596491,0,0.095113632,0.641685482,0.6563147,-0.892320622,1,-13121.73014
G24000504013022004,81,90100,1200.691358,67.28395062,2,1.135802469,0,0.083432467,0.642939532,0.6563147,-0.966659274,1,1827.863327
G24000504013022005,57,119500,1238.45614,67.0877193,2,1.070175439,0,0.089395763,0.644126751,0.6563147,-0.9827713,1,31302.0242
G24000504013022006,68,108350,1096.588235,68,2,1.264705882,0,0.066993931,0.638607361,0.6563147,-0.935012328,1,22937.92795
G24000504014001003,79,340000,2068.367089,63.96202532,1.430379747,2.050632911,0,0.220443904,0.663037512,0.852084808,-0.742060183,1,103202.9744
G24000504014001007,35,279900,2094.971429,59.82857143,1.7,2.171428571,0,0.224644896,0.688045321,0.75942029,-0.712403764,1,37586.07497
G24000504014001008,66,265000,2180.757576,59.5,1.803030303,2.196969697,0,0.238191067,0.690033211,0.724010289,-0.706133188,1,15700.51027
G24000504014001015,57,290000,1761.438596,56.80701754,1.552631579,1.912280702,0.015587973,0.171977971,0.706326024,0.81006865,-0.776026894,0.984412027,87564.31437
G24000504014001022,33,280000,1870.424242,66.39393939,1.833333333,1.696969697,0,0.189187488,0.648324189,0.713595583,-0.828887679,1,93428.3836
G24000504015031002,167,295000,1927.54491,32.78443114,1.922155689,2.341317365,0,0.1982072,0.851665074,0.683068645,-0.670694539,1,44018.28522
G24000504015031004,39,267000,1603.948718,59.33333333,1.512820513,1.871794872,0,0.147109332,0.691041561,0.823751128,-0.785966528,1,81755.25327
G24000504015031005,80,231500,1546.85,30.25,2.0125,2.2125,0,0.138093087,0.866998636,0.652018634,-0.702320359,1,23289.19155
G24000504015031014,31,255000,1736.967742,44.48387097,1.419354839,2.161290323,0,0.16811387,0.780882293,0.855873906,-0.714892795,1,27725.69683
G24000504015031015,42,289900,1542.904762,52.88095238,1.571428571,1.904761905,0,0.137470109,0.730079111,0.8036084,-0.777872826,1,105101.4909
G24000504015032000,30,277000,1877.766667,54.73333333,1.75,1.8,0,0.190346903,0.718872021,0.742236025,-0.803592814,1,73139.60639
G24000504015032005,41,225000,1570.585366,63.58536585,1.390243902,1.658536585,0,0.14184105,0.665316339,0.865878907,-0.838323353,1,54925.64419
G24000504015032006,30,272500,1754.8,63.13333333,1.533333333,1.7,0,0.170929695,0.668051181,0.816701173,-0.828143713,1,86388.9113
G24000504015032007,76,269000,1749.539474,63.57894737,1.684210526,1.539473684,0,0.170099025,0.665355172,0.7648469,-0.867554365,1,96585.02142
G24000504015032009,41,260000,1527.804878,57.07317073,1.317073171,1.926829268,0,0.135085742,0.704715771,0.891026612,-0.77245509,1,72028.09354
G24000504015032012,60,187000,1663.6,58.75,1.6,1.8,0,0.156528644,0.694570786,0.79378882,-0.803592814,1,2079.599116
G24000504015032015,47,227000,1834.404255,53.87234043,1.744680851,1.765957447,0,0.183499706,0.724081114,0.744064138,-0.811950567,1,28282.28333
G24000504015033000,33,182000,1713,60.93939394,1.606060606,1.909090909,0,0.164329213,0.681324734,0.791705879,-0.776810016,1,-11845.34194
G24000504015033003,106,216500,1856.943396,45.30188679,1.70754717,1.91509434,0,0.187058778,0.775933216,0.756826439,-0.77533612,1,-36.17584054
G24000504015033004,143,194000,1367.27972,97.46153846,1.958041958,1.685314685,0.442591763,0.109737814,0.460362108,0.670735062,-0.831749089,0.557408237,94654.50653
G24000504015033005,185,179900,1459.794595,48.02162162,1.894594595,2.010810811,0,0.124346492,0.759478548,0.692540988,-0.751836867,1,1348.781892
G24000504015034000,57,233000,1882.45614,103.8070175,2.043859649,1.859649123,0,0.1910874,0.421971325,0.641240783,-0.788948419,1,69349.2908
G24000504015034004,71,235000,1416.957746,91.30985915,1.992957746,1.661971831,0,0.117582285,0.497580383,0.658735019,-0.83747997,1,114823.3623
G24000504015034007,42,247100,1546.833333,39.26190476,1.988095238,2.047619048,0,0.138090455,0.812475711,0.660406191,-0.742800114,1,54288.98698
G24000504015034009,60,234870,2542.416667,53.15,2.041666667,2.55,0,0.295299305,0.728451346,0.641994479,-0.619461078,1,-66379.35324
G24000504015034010,187,265900,1909.101604,79.72727273,2.176470588,2.069518717,0,0.195294886,0.567656189,0.595664353,-0.737423549,1,73371.08839
G24000504015034013,181,224000,1307.751381,45.78453039,1.991712707,1.933701657,0.005584803,0.100337916,0.773013174,0.659162921,-0.770767857,0.994415197,64787.30632
G24000504015035005,132,201250,1534,39.49242424,1.909090909,1.992424242,0,0.136063991,0.811081045,0.687558818,-0.756350934,1,10906.44387
G24000504015035022,96,217669.5,1809.708333,44.08333333,1.817708333,1.989583333,0,0.179600065,0.783305586,0.718965666,-0.757048403,1,3169.278905
G24000504015035028,58,197125,1671.706897,44.98275862,1.706896552,2.224137931,0,0.157808773,0.777863973,0.757050046,-0.699463143,1,-20020.92089
G24000504015035032,38,233500,1369.605263,66.07894737,1.131578947,1.657894737,0,0.110105032,0.650229922,0.95477825,-0.838480933,1,77298.13759
G24000504015041002,102,197988,1972.637255,27.26470588,1.970588235,2.294117647,0,0.205327563,0.885059963,0.666423091,-0.682282494,1,-57374.06235
G24000504015041007,39,268000,1782.692308,52.46153846,1.564102564,2.128205128,0,0.175334066,0.732616607,0.806126241,-0.723015507,1,47987.14462
G24000504015041008,46,204000,1559.108696,50.15217391,1.760869565,1.434782609,0,0.140028812,0.746588494,0.738500315,-0.893256964,1,46989.04173
G24000504015041010,45,192000,1660.244444,46.77777778,1.755555556,1.8,0,0.15599878,0.767003928,0.740326662,-0.803592814,1,2410.115415
G24000504015041012,94,237500,1990.12766,46.04255319,1.627659574,2.127659574,0,0.208089408,0.77145211,0.784282631,-0.723149446,1,-4781.290891
G24000504015041021,63,199500,1661.666667,46.68253968,1.563492063,2.095238095,0,0.156223358,0.767580128,0.806336061,-0.73110921,1,-11814.64054
G24000504015041031,42,293887.5,2051.47619,41.0952381,1.80952381,2.285714286,0,0.217776726,0.801383861,0.721778566,-0.684345595,1,37953.89943
G24000504015042002,48,224700,1808.25,44.10416667,1.854166667,2.083333333,0,0.179369785,0.783179542,0.706435473,-0.734031936,1,5984.271985
G24000504015042003,93,260000,1795.225806,47.56989247,1.666666667,2.311827957,0,0.177313184,0.762211554,0.770876467,-0.677934454,1,27425.81476
G24000504015042006,47,192000,2130.404255,50,1.446808511,2.319148936,0,0.230239962,0.747509161,0.846438483,-0.676137088,1,-75652.5725
G24000504015042010,80,220000,1647.6375,44.0625,1.53125,2.325,0,0.154008065,0.78343163,0.817417184,-0.674700599,1,-5752.650119
G24000504015042014,39,225000,2071.846154,55.97435897,1.346153846,2.179487179,0,0.220993271,0.711363692,0.881032011,-0.710425303,1,-27472.59428
G24000504015042016,35,217000,1769.542857,54.74285714,1.428571429,2.057142857,0,0.173257685,0.718814401,0.8527063,-0.740461933,1,474.7923991
G24000504015043003,243,183393,1643.559671,37.95473251,1.938271605,2.160493827,0,0.15336415,0.820384234,0.677529842,-0.715088342,1,-26941.20181
G24000504015043005,417,186500,1551.609113,39.25659472,2,2.059952038,0,0.13884458,0.812507837,0.6563147,-0.739772254,1,-7149.521125
G24000504015043008,37,252000,1915.378378,36.35135135,2,2.081081081,0,0.196286028,0.83008485,0.6563147,-0.734584884,1,21451.83227
G24000504015051006,33,2.00E+05,1429.69697,56.45454545,1.424242424,1.575757576,0,0.119593889,0.708458516,0.854194115,-0.858646344,1,43135.2766
G24000504015051009,84,152000,1601.97619,40.75,1.81547619,1.928571429,0,0.146797858,0.803472586,0.719732821,-0.772027374,1,-42443.77627
G24000504015051012,30,161252.5,1349.333333,54.6,1.333333333,1.533333333,0,0.106903967,0.719678701,0.885438233,-0.869061876,1,10506.41769
G24000504015051014,48,156750,1385.1875,57.10416667,1.302083333,1.75,0,0.112565564,0.704528242,0.896178399,-0.815868263,1,-8451.946561
G24000504015051016,45,189000,1452.133333,58.42222222,1.433333333,1.777777778,0,0.123136731,0.696553874,0.851069703,-0.80904857,1,20365.27952
G24000504015052000,88,137950,1396.556818,46.14772727,1.75,1.920454545,0,0.114360851,0.770815796,0.742236025,-0.774020142,1,-34732.02354
G24000504015052001,56,190000,1406.946429,59.35714286,1.375,1.803571429,0,0.116001436,0.690897511,0.871118012,-0.802715997,1,23295.28086
G24000504015052008,112,145000,1413.383929,44.91964286,1.620535714,1.830357143,0,0.117017957,0.77824583,0.786730997,-0.796139863,1,-28345.4789
G24000504015052009,87,108300,1385.218391,39.3908046,1.936781609,1.67816092,0,0.112570442,0.811695854,0.678041931,-0.833505403,1,-49968.96338
G24000504015053001,39,155000,1325.512821,56.84615385,1.205128205,1.538461538,0,0.103142558,0.706089246,0.929500451,-0.867802856,1,4586.413177
G24000504015053004,38,191500,1291.131579,58.44736842,1.223684211,1.842105263,0,0.097713545,0.696401737,0.923123025,-0.793255594,1,28788.77632
G24000504015053009,33,180000,1229,55.3030303,1.151515152,1.515151515,0,0.087902579,0.715425297,0.94792647,-0.873525676,1,37292.66303
G24000504015053011,75,191250,1886.346667,43.54666667,1.76,2.386666667,0,0.191701739,0.786552473,0.738799172,-0.659560878,1,-54581.29072
G24000504015061000,71,125000,1692.408451,50,1.422535211,1.76056338,0,0.161077679,0.747509161,0.854780859,-0.813274859,1,-71367.10023
G24000504015061001,44,257734,1431.409091,15.29545455,2.340909091,2.136363636,0,0.119864243,0.957475131,0.539149257,-0.72101252,1,61641.49063
G24000504015061006,64,278106.5,1430.6875,15.703125,2.125,2.15625,0,0.1197503,0.955008684,0.613354037,-0.71613024,1,75792.22572
G24000504015061008,36,262401,1707.611111,15,3,2,0,0.163478274,0.95926266,0.3126294,-0.754491018,1,65012.1422
G24000504015062000,121,166050,1269.553719,19,2,2.024793388,0,0.094306265,0.93506226,0.6563147,-0.748404018,1,-14700.68117
G24000504015062001,777,147000,1267.207207,26.57528958,1.995495495,2.054054054,0,0.093935737,0.889231001,0.657862832,-0.741220262,1,-29655.2882
G24000504015062003,50,165450,1292.22,31.1,2,1.72,0,0.097885413,0.861856051,0.6563147,-0.823233533,1,8820.236407
G24000504015062004,47,169000,1724.595745,29.85106383,2,1.957446809,0,0.166160254,0.869412239,0.6563147,-0.764938209,1,-41824.55431
G24000504015062013,141,125000,1068.950355,28.67375887,2.039007092,1.780141844,0,0.062629737,0.876535052,0.642908536,-0.80846817,1,-15255.25735
G24000504015063000,264,118925,1235.818182,29.66666667,2,1.621212121,0,0.088979213,0.87052786,0.6563147,-0.847486844,1,-27998.63164
G24000504015063001,89,131500,1336.94382,25.80898876,2,1.662921348,0,0.104947585,0.893867197,0.6563147,-0.837246855,1,-29975.42473
G24000504015063003,128,161950,1644.609375,22.59375,1.9453125,2.2421875,0,0.153529905,0.913319713,0.67510999,-0.695031811,1,-64356.30303
G24000504015063004,128,151848,1377.6875,22.6015625,2.1875,1.9296875,0,0.111381267,0.913272447,0.591873706,-0.771753368,1,-26074.00363
G24000504015063005,250,129950,1022.16,30.168,2,1.844,0,0.055241246,0.867494744,0.6563147,-0.792790419,1,-9468.569504
G24000504015063006,168,129414.5,1205.916667,31.03571429,2,1.839285714,0,0.084257576,0.862244986,0.6563147,-0.793947819,1,-26035.24164
G24000504015063007,128,119850,1223.21875,32.8125,2,1.9140625,0,0.086989683,0.851495254,0.6563147,-0.775589446,1,-40090.06412
G24000504015063009,83,120342,996.9518072,29,2,1.686746988,0,0.051260715,0.87456126,0.6563147,-0.831397446,1,-8750.54051
G24000504015071002,64,123500,1460.96875,49.0625,1.8515625,1.53125,0.200595344,0.124531899,0.75318113,0.707330487,-0.869573353,0.799404656,-22132.69897
G24000504015071003,110,113250,1336.036364,44.74545455,2,1.881818182,0.118784261,0.104804292,0.779299686,0.6563147,-0.783505716,0.881215739,-42660.68021
G24000504015071008,63,76000,1437.777778,41,1.53968254,1.777777778,0,0.120869899,0.801960061,0.814519044,-0.80904857,1,-101597.105
G24000504015071013,69,125800,1304.869565,43.01449275,1.985507246,2,0.274004825,0.099882859,0.789772178,0.661295646,-0.754491018,0.725995175,-30697.40658
G24000504015071018,31,122000,1295.516129,55.93548387,1.322580645,1.64516129,0,0.098405893,0.71159889,0.889133774,-0.841607108,1,-29370.27665
G24000504015072000,66,123500,1632.878788,53.68181818,1.265151515,1.666666667,0,0.151677572,0.725233793,0.908871322,-0.836327345,1,-63324.80105
G24000504015072001,34,116500,1640.323529,58.58823529,1.294117647,1.470588235,0,0.152853143,0.695549479,0.898916088,-0.884466361,1,-55559.54069
G24000504015072002,51,97000,1416.54902,46.1372549,1.784313725,1.431372549,0,0.117517745,0.770879155,0.730442902,-0.894094165,1,-49070.94063
G24000504015072010,73,119900,1652.082192,58.7260274,1.424657534,1.520547945,0,0.154709909,0.694715823,0.854051448,-0.872200804,1,-52652.48061
G24000504015072011,37,114000,1690.108108,56.13513514,1.472972973,1.432432432,0,0.16071444,0.71039098,0.837446142,-0.893833954,1,-57793.71086
G24000504015072017,44,119500,1675.931818,57.22727273,1.556818182,1.931818182,0,0.158475915,0.703783438,0.808629776,-0.771230267,1,-76222.90669
G24000504015072018,32,135000,1699.65625,49.59375,1.453125,1.46875,0,0.162222151,0.749967014,0.844267598,-0.884917665,1,-45099.59007
G24000504015073000,42,116350,1540.928571,51.5,1.404761905,1.452380952,0,0.137158056,0.738434011,0.860889283,-0.888936413,1,-47995.32911
G24000504022011000,44,217750,2201.068182,51.38636364,1.590909091,1.863636364,0,0.241398239,0.739121522,0.796913232,-0.787969516,1,-26035.50729
G24000504022011006,87,319851,2717.482759,35.56321839,1.844827586,2.344827586,0,0.322943338,0.834853133,0.709645177,-0.669832748,1,-4055.258586
G24000504022011009,127,215000,2370.629921,42.97637795,1.653543307,2.236220472,0,0.268173101,0.790002777,0.775386772,-0.69649677,1,-70119.68774
G24000504022011010,39,240000,1986.846154,52.74358974,1.628205128,1.769230769,0,0.207571238,0.730910169,0.784095132,-0.811146937,1,23249.50744
G24000504022011018,107,316750,2704.766355,43.28971963,1.728971963,2.327102804,0,0.320935338,0.788107028,0.749463052,-0.674184342,1,-2162.308614
G24000504022011027,70,266576,2208.2,69.87142857,1.607142857,2.042857143,0,0.242524398,0.627285031,0.791333925,-0.743969204,1,26205.23228
G24000504022011033,69,185000,1774.42029,58.43478261,1.442028986,1.782608696,0,0.174027862,0.696477883,0.848081135,-0.807862536,1,-13394.689
G24000504022012000,69,370000,2845.42029,41.53623188,1.615942029,2.623188406,0,0.343145476,0.798715804,0.788309779,-0.601492667,1,17243.84297
G24000504022012008,46,132350,1555.673913,59.08695652,1.347826087,1.413043478,0,0.139486438,0.692532166,0.880457287,-0.898594116,1,-26925.42541
G24000504022012018,35,165000,1755.685714,77.11428571,1.685714286,1.485714286,0,0.171069555,0.583465022,0.76433008,-0.88075278,1,5173.897435
G24000504022012031,38,309900,2173.131579,39.92105263,1.342105263,1.947368421,0.005742899,0.236986874,0.8084878,0.88242345,-0.767412543,0.994257101,49300.69092
G24000504022012036,33,234000,1599.909091,56.72727273,1.424242424,1.818181818,0,0.14647145,0.706808488,0.854194115,-0.799129015,1,47966.68203
G24000504022021000,32,207000,2170.09375,57.34375,1.625,2.0625,0,0.236507182,0.703078739,0.785196687,-0.739146707,1,-39846.65885
G24000504022021007,66,245000,2365.378788,59.04545455,1.757575758,2.136363636,0,0.267343914,0.692783257,0.739632348,-0.72101252,1,-19393.83282
G24000504022021008,211,392883,3285.976303,30.69194313,1.86492891,2.535545024,0,0.412712033,0.864324835,0.702736648,-0.623009904,1,2677.764868
G24000504022021021,35,244600,2756.714286,27.34285714,1.714285714,2.571428571,0,0.329138242,0.88458714,0.7545105,-0.614200171,1,-105139.9036
G24000504022021022,32,246450,2270.9375,32,1.46875,2.21875,0,0.252431042,0.856410961,0.838897516,-0.700785928,1,-41351.4363
G24000504022021026,95,286435,2928.294737,21.44210526,1.931578947,2.326315789,0,0.356231871,0.920287279,0.67983001,-0.674377561,1,-64188.26879
G24000504023021004,78,159500,1743.551282,49.06410256,1.461538462,1.948717949,0,0.169153452,0.753171434,0.841376015,-0.767081222,1,-51907.23872
G24000504023021010,36,166650,1834.138889,72.08333333,1.527777778,1.777777778,0,0.183457803,0.613902786,0.818610536,-0.80904857,1,-24637.2849
G24000504023021014,467,260000,2212.56531,26.90578158,1.949678801,2.370449679,0,0.243213708,0.887231491,0.673609356,-0.663542294,1,-22588.73597
G24000504023021025,33,266400,2199.939394,20,2,2.242424242,0,0.241219996,0.92901216,0.6563147,-0.694973689,1,-11671.88009
G24000504023022006,30,136200,1793.166667,60.16666667,1.466666667,2.266666667,0,0.176988032,0.685999811,0.839613527,-0.689021956,1,-89318.20963
G24000504023022009,33,128000,1689.939394,58.93939394,1.515151515,2.060606061,0,0.160687799,0.693424934,0.822949997,-0.739611686,1,-76060.45292
G24000504023022010,46,144000,1580.195652,56.60869565,1.369565217,1.934782609,0,0.143358574,0.707525892,0.872985867,-0.770502473,1,-48267.57149
G24000504023022011,145,167900,1770.62069,37.88965517,1.64137931,2.089655172,0,0.173427881,0.820777958,0.779567359,-0.732479868,1,-57723.83669
G24000504023022012,47,203100,2085.765957,32.42553191,1.840425532,2.255319149,0,0.223191295,0.85383645,0.711158099,-0.691807874,1,-59956.99609
G24000504023022014,193,245000,2547.606218,37.09326425,1.70984456,2.450777202,0,0.296118767,0.825596203,0.756036859,-0.643821166,1,-71499.77338
G24000504023022016,34,115700,1550.294118,58.02941176,1.558823529,1.588235294,0,0.138636934,0.698930417,0.807940568,-0.855582952,1,-48405.59117
G24000504023022017,34,152344.5,1985.823529,58.52941176,1.558823529,2.029411765,0,0.207409759,0.695905367,0.807940568,-0.747270166,1,-76437.61771
G24000504023022019,36,122450,1445.222222,59.63888889,1.416666667,1.444444444,0,0.122045423,0.68919292,0.856797792,-0.890884897,1,-26257.28828
G24000504023022020,39,115000,1328.538462,59.05128205,1.128205128,1.615384615,0,0.103620326,0.692748,0.955937782,-0.84891755,1,-40338.33289
G24000504023022021,53,132700,1435.735849,60.1509434,1.358490566,1.528301887,0,0.120547466,0.686094939,0.876792062,-0.870297142,1,-20956.03062
G24000504023031007,67,159500,1356.298507,38.05970149,2,1.597014925,0,0.108003811,0.819749161,0.6563147,-0.853427473,1,9085.641272
G24000504023032012,43,180000,1432.627907,38.18604651,1.802325581,1.76744186,0,0.120056702,0.818984761,0.724252492,-0.81158613,1,8018.442328
G24000504023032022,74,110000,1324.824324,64.24324324,1.256756757,1.864864865,0,0.103033841,0.661336115,0.911756477,-0.787667907,1,-51945.85683
G24000504023033004,33,136500,1825.454545,61.33333333,1.666666667,2.090909091,0,0.182086491,0.678941361,0.770876467,-0.73217202,1,-76143.25198
G24000504023033005,295,133000,1583.694915,27.54915254,1.972881356,2.091525424,0,0.14391113,0.883339033,0.665634979,-0.732020704,1,-74799.04965
G24000504023033008,39,124525,1251.205128,23.56410256,2,1.948717949,0,0.091408908,0.907448983,0.6563147,-0.767081222,1,-46841.31285
