         14418388 function calls (14086165 primitive calls) in 14.805 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/shapely/geometry/base.py:1124(HeterogeneousGeometrySequence)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/cbook.py:396(silent_list)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/PIL/__init__.py:78(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/PIL/Image.py:3229(SupportsArrowArrayInterface)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/PIL/GimpGradientFile.py:115(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyparsing/exceptions.py:300(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyparsing/unicode.py:148(LatinA)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyparsing/unicode.py:213(Chinese)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyparsing/unicode.py:258(Katakana)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyparsing/unicode.py:307(Thai)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyparsing/results.py:103(List)
        3    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyparsing/core.py:2493(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyparsing/util.py:167(UnboundedMemo)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyparsing/core.py:3632(PositionToken)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/backend_bases.py:1418(PickEvent)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/backend_tools.py:365(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/widgets.py:1872(Cursor)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/widgets.py:1800(SubplotTool)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/projections/__init__.py:72(__init__)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/category.py:119(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/legend_handler.py:628(HandlerStem)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/legend_handler.py:398(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/legend_handler.py:166(HandlerNpoints)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/legend_handler.py:314(HandlerPatch)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/asyncio/exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/asyncio/events.py:610(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/asyncio/locks.py:421(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/asyncio/transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/asyncio/base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/urllib3/_base_connection.py:19(_ResponseOptions)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/requests/exceptions.py:12(RequestException)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/requests/models.py:206(RequestHooksMixin)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/attr/validators.py:292(_IsCallableValidator)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._MinLengthValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._InValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 <attrs generated methods attr.validators._IsCallableValidator>:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/rasterio/io.py:31(DatasetReader)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/concurrent/futures/process.py:144(_WorkItem)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/multiprocessing/connection.py:781(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/multiprocessing/pool.py:57(RemoteTraceback)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/joblib/hashing.py:21(_ConsistentSet)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/joblib/hashing.py:158(NumpyHasher)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pynsim/simulators/simulator.py:282(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/yaml/tokens.py:89(TagToken)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/yaml/loader.py:11(BaseLoader)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/yaml/nodes.py:25(ScalarNode)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/config.py:91(is_opt_max)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/binding/module.py:211(_Iterator)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/binding/typeref.py:200(_TypeIterator)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/ir/instructions.py:62(FastMathFlags)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/llvmlite/ir/values.py:789(GlobalVariable)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/types/abstract.py:32(_TypeMetaclass)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/types/misc.py:19(Phantom)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/errors.py:668(UntypedAttributeError)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/errors.py:697(ConstantInferenceError)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/errors.py:716(InternalTargetMismatchError)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/ir.py:675(SetAttr)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/ir.py:690(DelAttr)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/ir.py:917(Assign)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/types/npytypes.py:628(NumPyRandomBitGeneratorType)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typing/templates.py:398(CallableTemplate)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/targetconfig.py:85(_MetaTargetConfig)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typing/templates.py:1237(Registry)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/datamodel/old_models.py:911(OptionalModel)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/extending.py:510(SentryLiteralArgs)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/pythonapi.py:108(EnvironmentManager)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/pythonapi.py:66(_UnboxContext)
        3    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/imputils.py:231(iterator_impl)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/rewrites/static_raise.py:17(_is_exception_type)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/rewrites/registry.py:6(Rewrite)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/dispatcher.py:128(_GeneratedFunctionCompiler)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/dispatcher.py:170(CompilingCounter)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typing/old_builtins.py:897(MinMaxBase)
        6    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typeinfer.py:782(get_call_signature)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/parfors/parfor.py:1631(ConvertInplaceBinop)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/parfors/parfor.py:2412(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/ssa.py:291(_FreshVarHandler)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typed_passes.py:257(__init__)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typed_passes.py:294(__init__)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typed_passes.py:349(__init__)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typed_passes.py:511(NativeLowering)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typed_passes.py:540(__init__)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/withcontexts.py:122(_ObjModeContextType)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/repos/github/icom_abm/chance_c/model_classes/institutional_agents.py:82(RealEstate)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/np/ufunc/ufuncbuilder.py:250(_BaseUFuncBuilder)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/_lib/_util.py:571(_ScalarFunctionWrapper)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/argparse.py:790(Action)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/argparse.py:885(BooleanOptionalAction)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/argparse.py:1645(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/sparse/linalg/_interface.py:660(_TransposedLinearOperator)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/sparse/linalg/_interface.py:747(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/optimize/_differentiable_functions.py:820(IdentityVectorFunction)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/optimize/_trustregion_constr/report.py:36(SQPReport)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/optimize/_nonlin.py:589(GenericBroyden)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/stats/_distn_infrastructure.py:600(rv_continuous_frozen)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/integrate/_quadpack_py.py:1235(_NQuad)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/integrate/_ivp/rk.py:552(RkDenseOutput)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/stats/_continuous_distns.py:659(FitDataError)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/interpolate/_polyint.py:145(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/interpolate/_fitpack2.py:1837(SmoothSphereBivariateSpline)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/stats/_discrete_distns.py:1701(skellam_gen)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/stats/_multivariate.py:6860(vonmises_fisher_frozen)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/stats/_covariance.py:503(CovViaDiagonal)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/stats/_survival.py:469(LogRankResult)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/_cpu_check.py:140(CPUID)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/datatypes/classes.py:636(Categorical)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/datatypes/classes.py:938(Field)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/typing_extensions.py:912(NoDefaultType)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/_utils/async_.py:74(_AioDataFrameResult)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/_utils/slice.py:109(LazyPolarsSlice)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/interchange/protocol.py:119(CategoricalDescription)
        2    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/expr/list.py:29(__init__)
        2    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/expr/string.py:45(__init__)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/polars/expr/name.py:14(__init__)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/fiona/errors.py:4(FionaError)
        1    0.000    0.000    0.000    0.000 <attrs generated methods fiona.path.ParsedPath>:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_primitive_type}
        2    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_pointer_type}
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_array_type}
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/inline_closurecall.py:1454(RewriteArrayOfConsts)
        3    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/np/old_arraymath.py:1470(_partition_factory)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/np/npyimpl.py:121(_ArrayHelper)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/experimental/jitclass/base.py:81(JitClassType)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pycparser/ply/yacc.py:109(PlyLogger)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/cffi/model.py:311(length_is_unknown)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typing/cffi_utils.py:204(FFIAttribute)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typing/enumdecl.py:15(EnumAttribute)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numba/core/typing/arraydecl.py:696(ArrayCTypesAttribute)
        6    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numpy/_core/multiarray.py:107(empty_like)
        4    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/calendar.py:55(<lambda>)
        4    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/email/feedparser.py:124(__iter__)
        4    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/special/_multiufuncs.py:69(_override_ufunc_default_kwargs)
        2    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/scipy/sparse/linalg/_onenormest.py:121(_blocked_elementwise)
        4    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyarrow/pandas_compat.py:935(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numpy/_core/_ufunc_config.py:356(_unspecified)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numpy/linalg/_linalg.py:198(_assert_stacked_square)
        2    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/sysconfig.py:299(get_preferred_scheme)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numpy/lib/_arraysetops_impl.py:394(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numpy/lib/_version.py:70(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/dateutil/tz/_factories.py:25(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/errors/__init__.py:627(PyperclipWindowsException)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numpy/ma/core.py:841(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numpy/ma/core.py:866(_DomainTan)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/numpy/ma/core.py:7090(_frommethod)
        2    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/computation/expr.py:170(_is_type)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pandas/core/computation/pytables.py:401(UnaryOp)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/importlib/metadata/__init__.py:523(FileHash)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyproj/crs/coordinate_operation.py:1263(TransverseMercatorConversion)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyproj/crs/coordinate_operation.py:1516(EquidistantCylindricalConversion)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyproj/crs/coordinate_operation.py:969(PolarStereographicAConversion)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyproj/crs/coordinate_operation.py:1113(SinusoidalConversion)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/lib/python3.11/xml/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/matplotlib/ticker.py:333(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 /Users/d3y010/.pyenv/versions/3.11.7/envs/py3.13.3_chancec/lib/python3.11/site-packages/pyparsing/unicode.py:154(LatinB)
